advice	advise
bit	bait
bait	bite
bait	byte
bait	date
eight	bait
bait	fate
cyst	fist
fast	fist
feast	fist
first	fist
bit	fit
eight	fit
fat	fit
fear	fit
feat	fit
fill	fit
fin	fit
fish	fit
fit	fate
fit	fight
fit	fist
arrive	five
dive	five
fight	five
file	five
fine	five
fire	five
fax	fix
fierce	fix
fist	fixed
fix	fixed
eyes	fizz
fear	fizz
fill	fizz
fin	fizz
fish	fizz
fit	fizz
fag	flag
band	banner
banned	banner
banner	batter
banner	burner
fake	flake
flake	flaky
blame	flame
claim	flame
fame	flame
flake	flame
diary	fiery
fire	fiery
clan	flan
fan	flan
flag	flan
fair	flare
fare	flare
clash	flash
flag	flash
flan	flash
flash	flashy
fat	flat
flag	flat
flan	flat
flash	flat
flat	flats
flapper	flatter
flat	flatter
flats	flatter
flatter	flattery
claw	flaw
flaw	flawed
alley	flea
early	flea
fee	flea
flaw	flea
flare	fleck
alley	flee
early	flee
fee	flee
flaw	flee
elite	fleet
feat	fleet
flat	fleet
flea	fleet
flee	fleet
flare	flesh
flash	flesh
fleck	flesh
flashy	fleshy
flesh	fleshy
fleck	flex
click	flick
fake	flick
fleck	flick
flick	flake
flick	flicker
fight	flight
flies	flight
attendance	attendant
flight	flighty
finch	flinch
flick	fling
fling	falling
fling	feeling
faint	flint
flint	flinch
clip	flip
flick	flip
fling	flip
clipper	flipper
flapper	flipper
flicker	flipper
flip	flipper
alert	flirt
flat	flirt
fleet	flirt
boy	coy
call	coy
core	coy
corps	coy
coy	coin
block	flock
clock	flock
fleck	flock
flick	flock
blood	flood
flawed	flood
flare	floor
flaw	floor
flawed	floor
flip	flop
flock	flop
flop	floppy
floor	flora
flora	floral
flock	floss
flop	floss
bulb	bulk
blue	flu
clue	flu
flaw	flu
flea	flu
flee	flu
bluff	fluff
flood	fluff
cloud	cloudy
cloud	clown
cloud	crowd
fluff	fluffy
flat	flute
fleet	flute
flirt	flute
flu	flute
flatter	flutter
flex	flux
blow	flow
flow	fellow
flow	float
capacitor	capacity
ally	fly
fly	flies
fly	flight
bowl	foal
coal	foal
comb	foam
dome	foam
foal	foam
foam	foamy
focus	focused
father	fodder
doe	foe
dough	foe
foe	flow
foe	foal
foe	foam
fag	fog
fall	fog
far	fog
boil	foil
fail	foil
file	foil
fill	foil
bold	fold
cold	fold
foal	fold
crass	crease
creak	crease
cream	crease
crease	creed
crease	creek
crease	creep
crease	cross
fold	folder
fellow	follow
flow	follow
abide	aside
follow	follower
follower	followers
curse	caress
dude	food
fad	food
feed	food
food	feud
favor	flavor
buffet	cafe
falling	filling
feeling	filling
filling	fishing
fling	filling
fall	folly
flea	folly
flee	folly
cool	fool
fall	fool
feel	fool
fell	fool
fill	fool
food	fool
fat	foot
feat	foot
fit	foot
bat	boot
beat	boot
bit	boot
boob	boot
boom	boot
boot	boost
boot	booty
boot	booze
boot	but
boot	butt
fetch	fetish
bore	for
core	for
corps	for
door	for
fair	for
far	for
fare	for
fawn	for
fear	for
for	floor
an	ban
back	ban
bad	ban
bag	ban
bam	ban
ban	band
ban	bang
ban	banned
ban	banner
ban	bass
ban	bat
ban	bath
ban	bean
ban	bin
ban	bran
ban	bun
ban	burn
ban	can
ban	fan
course	force
false	force
farce	force
fierce	force
for	force
compare	compel
alert	assert
boot	brute
brat	brute
brew	brute
broom	brute
bruise	brute
force	forced
bore	fore
core	fore
corps	fore
door	fore
fair	fore
far	fore
fare	fore
fawn	fore
fear	fore
fore	floor
fore	force
forced	forest
cork	fork
for	fork
force	fork
fore	fork
dorm	form
farm	form
for	form
force	form
fore	form
fork	form
doormat	format
farmer	former
form	former
court	fort
fault	fort
for	fort
force	fort
fore	fort
fork	fort
form	fort
fort	forced
for	forth
force	forth
fore	forth
fork	forth
form	forth
fort	forth
correct	direct
direct	director
best	blessed
blast	blessed
bless	blessed
blessed	breast
faulty	forty
fort	forty
foreign	forum
form	forum
backward	backwards
advance	advanced
forward	forwards
faster	foster
file	foul
foal	foul
around	found
find	found
discover	discovered
discovered	discovery
basic	basis
bait	based
base	based
bore	four
core	four
corps	four
door	four
fair	four
far	four
fare	four
fawn	four
fear	four
four	floor
four	force
four	fork
four	form
four	fort
four	forth
for	fourth
force	fourth
fore	fourth
fork	fourth
form	fourth
fort	fourth
four	fourth
file	fowl
foal	fowl
box	fox
farce	fox
fax	fox
fix	fox
fire	foyer
foil	foyer
fragrance	fragrant
aromatic	dramatic
fail	frail
fame	frame
flame	frame
frail	frame
flawed	fraud
fraud	fraught
fray	frail
fray	frame
creak	freak
creek	freak
airy	free
eerie	free
fee	free
flea	free
flee	free
free	fairy
free	ferry
free	freak
breeze	freeze
freak	freeze
free	freeze
freeze	freezer
crate	freight
fate	freight
frail	freight
frame	freight
fray	freight
frenzy	frenzied
flesh	fresh
dryer	friar
fire	friar
bridge	fridge
bride	fried
friar	fried
confidant	confident
confide	confine
bleak	clique
clack	clique
clean	clique
cleave	clique
clerk	clique
click	clique
clique	clock
clique	cluck
clique	creak
clique	creek
alliance	allowance
alliance	appliance
flies	fries
friar	fries
fried	fries
bright	fright
fight	fright
flight	fright
freight	fright
friar	fright
fried	fright
fries	fright
brighten	frighten
frighten	frightened
drill	frill
fail	frill
file	frill
fill	frill
foil	frill
frill	frail
frill	frilly
cringe	fringe
fridge	fringe
discus	discuss
brisk	frisk
frisk	frisky
fog	frog
fraught	frost
frost	frosty
broth	froth
fraud	froth
fraught	froth
brown	frown
drown	frown
brute	fruit
flute	fruit
fraught	fruit
big	fig
dig	fig
fag	fig
fear	fig
fig	fill
fig	fin
fig	fish
fig	fit
fig	fizz
fig	fog
antelope	cantaloupe
fruit	fruity
cry	fry
dry	fry
fly	fry
fray	fry
fry	friar
fry	fried
fry	fries
fry	fright
crying	frying
flying	frying
buck	fuck
duck	fuck
fulfill	fulfilled
bull	full
fall	full
feel	full
fell	full
fill	full
fool	full
foot	full
full	foal
full	foul
full	fowl
bumble	fumble
bun	fun
done	fun
fan	fun
fawn	fun
fin	fun
fuck	fun
fiend	fund
fun	fund
fund	funds
bunk	funk
dunk	funk
fuck	funk
funk	flunk
funk	funky
bunny	funny
fun	funny
fund	funny
fee	fur
fur	firm
curious	furious
fee	furry
firm	furry
flea	furry
flee	furry
free	furry
fur	furry
father	further
feather	further
feud	fuse
fuse	fumes
funny	fussy
cheesy	choosy
chewy	choosy
choose	choosy
buzz	fuzz
fizz	fuzz
fuck	fuzz
fun	fuzz
funny	fuzzy
fussy	fuzzy
fuzz	fuzzy
bag	gag
fag	gag
around	bound
bind	bound
bounce	bound
bound	found
cane	gain
gag	gal
gal	gala
ale	gale
bail	gale
fail	gale
gain	gale
calorie	gallery
gala	gallop
bat	bet
bear	bet
beat	bet
bed	bet
beg	bet
bell	bet
belle	bet
bet	belt
bet	bent
bet	best
bet	better
bet	bit
bet	boot
bet	but
bet	butt
bet	debt
bearing	betting
bedding	betting
aim	game
dame	game
fame	game
gain	game
gale	game
able	fable
cable	fable
fable	facial
fable	fatal
bingo	dingo
gala	gamma
bang	gang
fang	gang
gag	gang
gal	gang
cap	gap
gag	gap
gal	gap
gang	gap
bump	dump
damp	dump
dumb	dump
dummy	dump
garden	gardener
ass	gas
bass	gas
gag	gas
gal	gas
gang	gas
gap	gas
gala	gallon
gallon	gallant
gallon	gallop
gap	gasp
gas	gasp
bait	gate
date	gate
eight	gate
fate	gate
gain	gate
gale	gate
game	gate
gather	gathered
gather	gatherer
gathered	gatherer
collect	collector
bay	gay
day	gay
gay	gain
gay	gale
gay	game
gay	gate
daze	gaze
gain	gaze
gale	gaze
game	gaze
gate	gaze
gay	gaze
beer	gear
dear	gear
deer	gear
ear	gear
fear	gear
call	cog
cog	core
cog	corps
cog	coy
cog	dog
beak	geek
chic	geek
aloe	alto
aloe	ammo
aloe	arrow
aloe	blow
aloe	flow
gel	gem
general	generous
generic	genetic
genetic	genetics
gene	genie
distinguish	distinguished
genus	genius
gem	germ
bet	get
debt	get
boast	ghost
coast	ghost
be	boo
bee	boo
boo	blue
boo	boob
boo	boom
boo	boot
boo	booze
boo	brew
boo	dew
boo	do
boo	due
gaudy	giddy
big	gig
dig	gig
fig	gig
gag	gig
gear	gig
dine	gin
gene	gin
danger	ginger
earl	girl
gal	girl
birth	girth
earth	girth
girl	girth
gear	give
gig	give
bowl	dole
coal	dole
doe	dole
dole	dome
dole	dope
dough	dole
dole	foal
give	giver
betting	getting
bland	gland
flare	glare
class	glass
gas	glass
blaze	glaze
gaze	glaze
glaze	glazed
glamour	glimmer
glimmer	glitter
glitch	glitter
blob	glob
bloom	gloom
gloom	gloomy
aloe	glow
blow	glow
flow	glow
glow	globe
blue	glue
clue	glue
flu	glue
glue	gloom
gloom	glum
glove	glum
allergy	clergy
elf	elk
doe	go
dough	go
foe	go
go	glow
amend	attend
ascend	attend
bowl	goal
coal	goal
dole	goal
foal	goal
go	goal
goal	goalie
boat	goat
coat	goat
go	goat
goal	goat
goat	ghost
goalie	goatee
goat	goatee
device	divine
divide	divine
brown	crown
clown	crown
crowd	crown
crown	drown
crown	frown
bold	gold
cold	gold
fold	gold
goal	gold
goalie	gold
bigger	digger
dagger	digger
differ	digger
dig	digger
digger	dinner
glitter	glittery
golf	golfer
dawn	gone
fawn	gone
gauze	gone
gang	gong
gauze	gong
gone	gong
boo	goo
dew	goo
do	goo
due	goo
goo	glue
conscious	conscience
goo	gooey
goo	goof
gooey	goof
gooey	goofy
goof	goofy
dune	goon
gone	goon
goo	goon
gooey	goon
goof	goon
dupe	goop
gap	goop
goo	goop
gooey	goop
goof	goop
goon	goop
gas	goose
goo	goose
gooey	goose
goof	goose
goon	goose
goop	goose
chauffeur	gopher
bore	gore
core	gore
corps	gore
door	gore
for	gore
fore	gore
four	gore
gauze	gore
gear	gore
gone	gore
gong	gore
forge	gorge
gaudy	gory
gore	gory
blood	bloody
buddy	bloody
folly	golly
golf	golly
golly	godly
govern	governor
down	gown
crab	grab
drab	grab
erase	grace
grace	grade
facing	failing
filling	failing
frail	grail
gale	grail
grace	grail
grade	grail
brain	grain
crane	grain
drain	grain
gain	grain
grace	grain
grade	grain
grail	grain
glamour	grammar
calm	comma
comma	comet
comma	common
gland	grand
grammar	grandma
cranny	granny
grand	granny
grand	grant
granny	grant
grant	granite
drape	grape
grace	grape
grade	grape
grail	grape
grain	grape
grab	graph
graphic	graphics
gasp	grasp
clap	clasp
class	clasp
brass	grass
crass	grass
gas	grass
glass	grass
grab	grass
graph	grass
grass	grasp
granny	grassy
grasp	grassy
grass	grassy
crate	grate
freight	grate
gate	grate
grace	grate
grade	grate
grail	grate
grain	grate
grape	grate
graceful	grateful
grate	grater
brave	grave
crave	grave
grace	grave
grade	grave
grail	grave
grain	grave
grape	grave
grate	grave
gavel	gravel
grave	gravy
fray	gray
gay	gray
gray	grace
gray	grade
gray	grail
gray	grain
gray	grape
gray	grate
gray	grave
craze	graze
gaze	graze
glaze	graze
grace	graze
grade	graze
grail	graze
grain	graze
grape	graze
grate	graze
grave	graze
gray	graze
crease	grease
grass	grease
grassy	greasy
grease	greasy
crate	great
freight	great
gate	great
grace	great
grade	great
grail	great
grain	great
grape	great
grave	great
gray	great
graze	great
great	grater
grate	greater
great	greater
breed	greed
creed	greed
grease	greed
greasy	greedy
greed	greedy
grease	green
greed	green
book	bush
bull	bush
bush	bushy
bush	butch
any	envy
fee	fir
fir	firm
fir	furry
echo	gecko
gecko	ghetto
algae	allergy
babble	basil
baffle	basil
barrel	basil
basil	battle
basil	dazzle
burn	fern
earn	fern
fan	fern
fawn	fern
fern	fin
fir	fern
fern	firm
fern	fun
fur	fern
fern	furry
green	greens
collar	collard
collard	colored
fray	grey
gay	grey
grey	grace
grey	grade
grey	grail
grey	grain
grey	grape
grey	grate
grey	grave
grey	graze
grey	great
greed	grid
grid	grade
brief	grief
graph	grief
grease	grief
greed	grief
green	grief
drill	grill
frill	grill
gale	grill
grid	grill
grill	grail
grid	grilled
grill	grilled
brim	grim
game	grim
grid	grim
grill	grim
crime	grime
grim	grime
grime	grimy
grind	grinder
drip	grip
grid	grip
grill	grip
grim	grip
grip	grape
gate	grit
grid	grit
grill	grit
grim	grit
grip	grit
grit	grate
grit	great
grit	gritty
crotch	crutch
grain	groin
broom	groom
gloom	groom
grim	groom
groom	groove
groove	groovy
grope	gross
grind	ground
ground	grounds
goop	group
grip	group
groom	group
groove	group
collection	connection
election	collection
color	cult
cut	cult
arrow	grow
crow	grow
glow	grow
go	grow
grow	grope
grow	gross
going	growing
drone	grown
grope	grown
gross	grown
grow	grown
grope	growth
gross	growth
grow	growth
grown	growth
grab	grub
grub	grubby
cruel	gruel
graph	gruff
grief	gruff
grub	gruff
crumble	grumble
grudge	grunge
barred	guard
card	guard
garden	guardian
gas	guess
get	guess
goose	guess
getting	guessing
arrest	guest
best	guest
get	guest
guess	guest
grid	guide
guide	glide
build	guild
filled	guild
guild	grilled
built	guilt
gift	guilt
guild	guilt
guilt	guilty
giddy	guinea
fraught	fret
fresh	fret
fret	fruit
board	chord
bored	chord
card	chord
chord	accord
core	chord
chord	cork
chord	corn
corps	chord
chord	course
chord	court
dull	gull
gal	gull
girl	gull
golly	gully
gull	gully
gull	gulp
gully	gulp
bum	gum
come	gum
dumb	gum
gull	gum
gum	glum
dummy	gummy
gully	gummy
gum	gummy
bun	gun
done	gun
fun	gun
gone	gun
goon	gun
gull	gun
gum	gun
blast	blaster
fighting	firing
gosh	gush
gull	gush
gum	gush
gun	gush
bust	gust
dust	gust
guest	gust
but	gut
butt	gut
cut	gut
get	gut
gull	gut
gum	gut
gun	gut
gush	gut
gut	gust
gut	guts
butter	gutter
gut	gutter
guts	gutter
buy	guy
by	guy
bye	guy
die	guy
dye	guy
eye	guy
gay	guy
guy	guide
dame	gym
dim	gym
dime	gym
gem	gym
germ	gym
gin	gym
custom	customer
custom	customs
back	hack
hack	hacker
air	hair
bear	hair
care	hair
dare	hair
fair	hair
fare	hair
chord	coarse
coarse	chorus
coarse	cord
core	coarse
coarse	cork
coarse	corn
corps	coarse
coarse	corpse
coarse	court
coarse	force
call	curl
cool	curl
curb	curl
curl	curse
curl	curve
earl	curl
curl	girl
flowing	floating
flowing	following
collar	curler
color	curler
cooler	curler
courier	curler
curl	curler
blade	braid
braid	brain
braid	brake
braid	brave
braid	break
braid	bride
braid	grade
careless	hairless
airy	hairy
berry	hairy
bury	hairy
dairy	hairy
fairy	hairy
ferry	hairy
hair	hairy
calf	half
hack	half
all	hall
ball	hall
call	hall
bam	ham
dam	ham
damn	ham
hack	ham
half	ham
hacker	hammer
ham	hammer
camper	hamper
hammer	hamper
and	hand
band	hand
banned	hand
candid	handed
handicap	handicapped
candle	handle
handed	handle
hand	hands
candy	handy
dandy	handy
hand	handy
hands	handy
fix	fixer
fixed	fixer
angle	dangle
bang	hang
fang	hang
gang	hang
hack	hang
half	hang
ham	hang
hacker	hanger
hammer	hanger
hang	hanger
banging	hanging
execution	executioner
alley	glee
early	glee
flea	glee
flee	glee
glee	glue
glee	golly
glee	gooey
glee	gully
glad	gland
glad	glass
gain	grin
green	grin
grid	grin
grill	grin
grim	grin
grin	grain
grin	grip
grin	grit
grin	groin
cheer	cheery
cheers	cheery
cheery	cherry
cheery	chili
cheery	chilly
barber	harbor
barred	hard
card	hard
guard	hard
air	hare
bear	hare
care	hare
dare	hare
fair	hare
fare	hare
hare	hairy
arm	harm
farm	harm
hard	harm
bloom	blues
blue	blues
booze	blues
blues	bruise
carp	harp
hard	harp
harm	harp
hard	harsh
harm	harsh
harp	harsh
brittle	brutal
ash	hash
cash	hash
dash	hash
hack	hash
half	hash
ham	hash
hang	hash
castle	hassle
haggle	hassle
based	haste
haste	hasty
bat	hat
cat	hat
fat	hat
hack	hat
half	hat
ham	hat
hang	hat
hash	hat
beret	ferret
derby	dirty
catch	hatch
hash	hatch
hat	hatch
bait	hate
date	hate
eight	hate
fate	hate
gate	hate
hate	haste
all	haul
ball	haul
call	haul
brag	drag
drab	drag
drag	drug
daunting	haunting
hack	have
half	have
ham	have
hang	have
hash	have
hat	have
hack	hawk
hall	hawk
haul	hawk
bay	hay
day	hay
gay	hay
hay	hate
ale	bale
babe	bale
bait	bale
bake	bale
bale	base
bale	bathe
bay	bale
bale	beige
bill	bale
bale	boil
bale	fail
bale	gale
daze	haze
gaze	haze
hate	haze
hay	haze
daisy	hazy
haze	hazy
fog	foggy
foggy	folly
bed	head
dead	head
hair	head
hare	head
head	ahead
bone	cone
coal	cone
coat	cone
code	cone
coke	cone
comb	cone
cone	clone
cone	cope
cone	cove
ace	ache
ache	acre
ache	aid
ache	aide
ache	aim
ache	ale
ache	ape
ache	bake
ache	cake
ache	dick
ache	eight
ache	fake
bedding	heading
head	heads
determine	determined
hairy	heady
head	heady
heads	heady
deal	heal
eel	heal
feel	heal
hall	heal
haul	heal
ceiling	healing
feeling	healing
condition	conditioner
health	healthy
beep	heap
deep	heap
heal	heap
beer	hear
dear	hear
deer	hear
ear	hear
fear	hear
gear	hear
hair	hear
hare	hear
bird	heard
head	heard
earring	hearing
art	heart
cart	heart
dart	heart
hard	heart
harm	heart
harp	heart
harsh	heart
hard	hearth
harm	hearth
harp	hearth
harsh	hearth
heart	hearth
arts	hearts
heart	hearts
heart	hearty
hearts	hearty
beat	heat
eat	heat
feat	heat
hat	heat
heal	heat
heap	heat
fiction	friction
fraction	friction
boil	boiler
boiled	boiler
beater	heater
eater	heater
heat	heater
heal	heath
heap	heath
heat	heath
eating	heating
healing	heating
bourbon	burden
hairy	heavy
heady	heavy
eve	heave
have	heave
heal	heave
heap	heave
heat	heave
heath	heave
edge	hedge
head	hedge
heads	hedge
heady	hedge
deal	heel
eel	heel
feel	heel
hall	heel
haul	heel
heap	heel
heat	heel
heath	heel
heave	heel
cipher	heifer
bite	height
byte	height
fight	height
hate	height
height	heights
haste	heist
height	heist
head	held
health	held
chop	chopper
bell	hell
belle	hell
cell	hell
fell	hell
hair	hell
hall	hell
hare	hell
haul	hell
head	hell
heal	hell
heel	hell
hell	health
hell	held
below	hello
grease	greet
greed	greet
green	greet
greet	grief
greet	grit
health	help
held	help
hell	help
help	helper
hair	hem
ham	hem
hare	hem
head	hem
hell	hem
haw	hall
haw	haul
haw	hawk
den	hen
hair	hen
hare	hen
head	hen
hell	hen
hem	hen
dense	hence
fence	hence
hen	hence
fir	her
fur	her
haw	her
her	heard
earl	herb
earn	herb
earth	herb
herb	curb
aisle	dill
ale	dill
bill	dill
deal	dill
dear	dill
deer	dill
dick	dill
dig	dill
dill	dim
dill	dip
dill	dish
dill	doll
dill	drill
dill	dull
dill	fill
bird	herd
head	herd
her	herd
beer	here
dear	here
deer	here
ear	here
fear	here
gear	here
hair	here
hare	here
heaven	heron
bearing	herring
caring	herring
daring	herring
heading	herring
hearing	herring
diagram	diaphragm
ache	hick
dick	hick
hack	hick
hawk	hick
hear	hick
here	hick
ash	cache
cab	cache
cache	calf
cache	can
cache	cap
cache	cat
cache	catch
cache	clash
cache	crash
cache	dash
cache	hash
guide	hide
height	hide
guiding	hiding
buy	high
by	high
bye	high
die	high
dye	high
eye	high
guy	high
hay	high
high	height
high	hide
achieve	achiever
buyer	higher
fire	higher
height	higher
hide	higher
high	higher
higher	heifer
bike	hike
dyke	hike
height	hike
hick	hike
hide	hike
high	hike
higher	hike
heifer	hiker
higher	hiker
hike	hiker
hiding	hiking
aisle	hill
ale	hill
bill	hill
dill	hill
fill	hill
hall	hill
haul	hill
heal	hill
hear	hill
heel	hill
hell	hill
here	hill
hick	hill
banker	bunker
bunk	bunker
be	he
bee	he
fee	he
haw	he
he	heal
he	heap
he	heat
he	heath
he	heave
he	heel
he	her
aim	him
dim	him
ham	him
hear	him
hem	him
here	him
hick	him
hill	him
hinder	hinge
haunt	hint
ape	hip
dip	hip
heap	hip
hear	hip
here	hip
hick	hip
hill	hip
him	hip
happy	hippie
hip	hippie
hippie	hippies
hero	hippo
employ	employee
employ	employer
buyer	hire
fire	hire
height	hire
hide	hire
high	hire
hike	hire
hire	heifer
hire	hiker
eyes	his
fizz	his
hear	his
here	his
hick	his
hill	his
him	his
hip	his
his	haze
heard	hers
her	hers
herd	hers
hers	his
ace	hiss
hear	hiss
here	hiss
hick	hiss
hill	hiss
him	hiss
hip	hiss
his	hiss
hearing	hissing
bit	hit
eight	hit
fit	hit
hat	hit
hear	hit
heat	hit
here	hit
hick	hit
hill	hit
him	hit
hip	hit
his	hit
hiss	hit
hit	hate
hit	height
hit	hint
calf	cuff
come	cuff
cough	cuff
cub	cuff
cuff	cup
cuff	cuss
cuff	cut
ash	bash
back	bash
bad	bash
bag	bash
bam	bash
ban	bash
bang	bash
bash	bass
bash	bat
bash	bath
bash	brash
bash	bush
bash	cache
bash	cash
bash	dash
bash	hash
bitch	hitch
ditch	hitch
hatch	hitch
hit	hitch
arrive	hive
dive	hive
five	hive
height	hive
hide	hive
high	hive
higher	hive
hike	hive
hire	hive
coarse	hoarse
course	hoarse
force	hoarse
cocky	hockey
hobby	hockey
doe	hoe
dough	hoe
foe	hoe
go	hoe
fog	hog
ball	boar
bar	boar
bear	boar
beer	boar
boar	board
boar	bored
boar	born
boar	boss
boar	boy
boar	core
boar	corps
boar	door
boar	for
boar	fore
boar	four
boar	gore
bold	hold
cold	hold
fold	hold
gold	hold
camp	clamp
clam	clamp
clammy	clamp
clap	clamp
clamp	clasp
clear	cling
click	cling
cliff	cling
cling	calling
cling	clip
cling	cooling
cling	fling
folder	holder
hold	holder
bowl	hole
coal	hole
dole	hole
foal	hole
goal	hole
hoe	hole
hole	hold
glory	glossy
gory	glory
crate	crater
crater	creator
critter	crater
crater	grater
crater	greater
follow	hollow
